ID,Godzina rozpoczęcia,Godzina ukończenia,Adres e-mail,Nazwa,Czas ostatniej modyfikacji,Na jakim poziomie stanowiska pracujesz w Legii Warszawa,Jaki jest Twój staż pracy w Legii,"Kiedy myślisz „sztuczna inteligencja”, „AI”, jakie są Twoje pierwsze skojarzenia? Zapisz słowa, hasła, które przychodzą Ci go głowy","Generatory tekstu (np. ChatGPT, Gemini, Grok, Perplexity) ","Generatory obrazów (np. Midjourney, DALL-E, Sora) ","Asystenci głosowi (np. Siri, Asystent Google) ","Asystenci spotkań (narzędzia podsumowujące spotkania online Teams, Google, Fireflies) ","Czy korzystasz obecnie z narzędzi opartych na sztucznej inteligencji/ AI?
","Jak często używasz narzędzi opartych na AI?
","Do czego wykorzystujesz AI? Wskaż wszystkie opcje, z których korzystasz:
","Jak oceniasz obsługę znanych Ci narzędzi AI na bazie swoich doświadczeń?
","Czy widzisz realną potrzebę wykorzystania rozwiązań AI w swojej codziennej pracy?
","Jakie są Twoje odczucia wobec możliwości wykorzystywania AI w Twoim miejscu pracy, na Twoim stanowisku?
","Poniżej wskazano potencjalne korzyści z wykorzystania AI w miejscu pracy. Uszereguj je od najbardziej do najmniej przydatnego w Twojej pracy
","Brak wiedzy i umiejętności – nie wiem, jak efektywnie wykorzystywać AI w mojej pracy ",Brak dostępu – klub nie zapewnia narzędzi AI przydatnych w mojej pracy ,"Brak wytycznych – nie mam jasności, jak bezpiecznie i etycznie używać AI  ","Wątpliwości – obawiam się o bezpieczeństwo danych i wiarygodność informacji, które podaje AI ",Brak czasu – obowiązki nie pozwalają mi na wdrażanie nowych narzędzi ,Brak potrzeby – na moim stanowisku wsparcie AI jest zbędne ,"Czego chciał_byś się dowiedzieć, nauczyć, aby korzystać z AI w pracy w efektywny sposób?

","Czy dotychczas korzystał_ś z jakichś usług/ produktów uzupełniających wiedzę, podnoszących kompetencje w obszarze sztucznej inteligencji/ AI?
"
67,10/21/25 19:22:30,10/21/25 19:26:55,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,Słabe prompty - sztuczny output,Korzystam obecnie,Korzystał_m kiedyś,Korzystam obecnie,Korzystam obecnie,"Tak, tylko w pracy",Kilka razy dziennie,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;",5,Nie,"Nie ma to dla mnie znaczenia, nie wydaje mi się, aby AI wpływało na moją obecną pracę.","Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się nie zgadzam ,Neutralnie,Jak lepiej promptowac ,"Tak, czytał_m książki/ publikacje naukowe;"
68,10/21/25 19:37:19,10/21/25 19:41:35,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,"Przyszłość, wsparcie",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Korzystał_m kiedyś,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;",5,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Chciałbym,"Tak, brał_m udział w kursach/szkoleniach;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
69,10/22/25 7:40:55,10/22/25 7:46:20,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",od 3 do 6 lat,"przejęcie kontroli,  oszczędność czasu",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystał_m kiedyś,Korzystam obecnie,"Tak, tylko w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);",4,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Neutralnie,Raczej się zgadzam ,Raczej się zgadzam ,Raczej się zgadzam ,Zdecydowanie się zgadzam ,Raczej się nie zgadzam ,tak zdecydowanie ,Nie korzystał_m z żadnych usług/ produktów;
70,10/22/25 7:59:03,10/22/25 8:02:45,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",od 1 do 3 lat,pomoc przy trudniejszych zagadnieniach,Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,Wyszukiwanie i podsumowywanie informacji;Wsparcie w podejmowaniu decyzji;,4,Nie,"Dostrzegam ryzyko – automatyzacja części moich zadań może prowadzić do redukcji etatu, utraty stanowiska lub zmiany roli.","Efektywność – szybsza realizacja codziennych zadań. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;",Raczej się nie zgadzam ,Raczej się nie zgadzam ,Neutralnie,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Neutralnie,,Nie korzystał_m z żadnych usług/ produktów;
71,10/22/25 9:03:44,10/22/25 9:09:18,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,"w czynnościach prostych, w których może mnie wyręczyć.",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystał_m kiedyś,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;",5,Nie,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Neutralnie,Zdecydowanie się zgadzam ,Zdecydowanie się nie zgadzam ,Neutralnie,Raczej się zgadzam ,Neutralnie,Tak.,Nie korzystał_m z żadnych usług/ produktów;
72,10/22/25 9:21:38,10/22/25 9:26:22,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",więcej niż 6 lat,"wyszukiwarka, generowanie błędnych odpowiedzi",Korzystał_m kiedyś,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,"Tak, tylko w życiu prywatnym",Kilka razy w tygodniu,Analiza danych;Wyszukiwanie i podsumowywanie informacji;,5,Nie,"Nie ma to dla mnie znaczenia, nie wydaje mi się, aby AI wpływało na moją obecną pracę.","Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;",Raczej się zgadzam ,Zdecydowanie się zgadzam ,Neutralnie,Zdecydowanie się zgadzam ,Neutralnie,Raczej się zgadzam ,,Nie korzystał_m z żadnych usług/ produktów;
73,10/22/25 10:57:19,10/22/25 11:02:59,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",od 6 miesięcy do 1 roku,"Wsparcie, ułatwienie, uproszczenie, droga na skróty ",Korzystam obecnie,Korzystał_m kiedyś,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,"Tak, tylko w życiu prywatnym",Kilka razy w tygodniu,Wyszukiwanie i podsumowywanie informacji;,4,Nie,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Motywacja – mniej monotonnych i powtarzalnych zadań ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;",Raczej się zgadzam ,Neutralnie,Raczej się zgadzam ,Zdecydowanie się zgadzam ,Neutralnie,Raczej się nie zgadzam ,W jakich obszarach mogę je wykorzystywać ,Nie korzystał_m z żadnych usług/ produktów;
74,10/22/25 11:12:28,10/22/25 11:17:20,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 1 do 3 lat,"pomoc, rozwiązanie, oszczędność czasu",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Analiza danych;Wyszukiwanie i podsumowywanie informacji;",5,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Raczej się nie zgadzam ,Neutralnie,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,,Nie korzystał_m z żadnych usług/ produktów;
75,10/22/25 16:27:09,10/22/25 16:30:34,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",od 6 miesięcy do 1 roku,"Postęp, technologia, nauka",Korzystam obecnie,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;Analiza danych;",5,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Neutralnie,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Raczej się zgadzam ,Neutralnie,Raczej się nie zgadzam ,,Nie korzystał_m z żadnych usług/ produktów;
76,10/23/25 9:08:51,10/23/25 9:12:16,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 6 miesięcy do 1 roku,Pomocne narzędzie w pracy,Korzystam obecnie,Korzystał_m kiedyś,Korzystał_m kiedyś,Nigdy nie korzystał_m ,"Tak, tylko w życiu prywatnym",Kilka razy w miesiącu,Wyszukiwanie i podsumowywanie informacji;,4,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Neutralnie,Raczej się zgadzam ,Raczej się zgadzam ,Raczej się zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się nie zgadzam ,,Nie korzystał_m z żadnych usług/ produktów;
77,10/23/25 10:14:13,10/23/25 10:18:11,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",od 1 do 3 lat,"Pomoc, kreatywność, przyszłość",Korzystam obecnie,Korzystam obecnie,Korzystam obecnie,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Analiza danych;Wsparcie w podejmowaniu decyzji;Wyszukiwanie i podsumowywanie informacji;",3,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Motywacja – mniej monotonnych i powtarzalnych zadań ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Raczej się nie zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się zgadzam ,Neutralnie,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Jak efektywnie korzystać z AI,Nie korzystał_m z żadnych usług/ produktów;
78,10/23/25 11:35:35,10/23/25 11:56:02,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",więcej niż 6 lat,"kreatywność, efektywność, rozwój, wsparcie, przyszłość, dezinformacja",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w miesiącu,Wyszukiwanie i podsumowywanie informacji;generowanie obrazów/wizualizacji na podstawie projektów;,4,Nie,"AI jest dla mnie wyzwaniem – wymaga nauki i adaptacji, ale wspiera mój rozwój zawodowy.","Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Raczej się nie zgadzam ,Raczej się nie zgadzam ,Neutralnie,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się nie zgadzam ,,"Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
